id,datasetid,datecollected,decimallongitude,decimallatitude,coordinateuncertaintyinmeters,scientificnameaccepted
33359097,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-01-31T00:00:00,2.5,57.7333,0,Clupea harengus
33359099,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-01-31T00:00:00,2.5,57.7333,0,Clupea harengus
33359101,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-02-22T00:00:00,7.3333,54.6833,0,Clupea harengus
33359103,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-02-22T00:00:00,7.3333,54.6833,0,Clupea harengus
33359105,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-02-22T00:00:00,7.3333,54.6833,0,Clupea harengus
33359107,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-02-22T00:00:00,7.3333,54.6833,0,Clupea harengus
33359109,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-02-22T00:00:00,7.3333,54.6833,0,Clupea harengus
33359111,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-02-22T00:00:00,7.3333,54.6833,0,Clupea harengus
33359113,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-02-22T00:00:00,7.3333,54.6833,0,Clupea harengus
33359115,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-02-22T00:00:00,7.3333,54.6833,0,Clupea harengus
33359117,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-02-22T00:00:00,7.3333,54.6833,0,Clupea harengus
33359119,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-02-22T00:00:00,7.3333,54.6833,0,Clupea harengus
33359121,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-02-22T00:00:00,7.3333,54.6833,0,Clupea harengus
33359123,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-02-22T00:00:00,7.3333,54.6833,0,Clupea harengus
33359125,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-02-22T00:00:00,7.3333,54.6833,0,Clupea harengus
33359127,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-02-22T00:00:00,7.3333,54.6833,0,Clupea harengus
33359129,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-02-22T00:00:00,7.3333,54.6833,0,Clupea harengus
33359131,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-02-22T00:00:00,7.3333,54.6833,0,Clupea harengus
33359133,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-02-22T00:00:00,7.3333,54.6833,0,Clupea harengus
33359135,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-02-22T00:00:00,7.3333,54.6833,0,Clupea harengus
33359137,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-02-22T00:00:00,7.3333,54.6833,0,Clupea harengus
33359139,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-02-22T00:00:00,7.3333,54.6833,0,Clupea harengus
33359141,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-02-22T00:00:00,7.3333,54.6833,0,Clupea harengus
33359143,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-02-04T00:00:00,1.2,54.8167,0,Clupea harengus
33359145,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-02-04T00:00:00,1.2,54.8167,0,Clupea harengus
33359147,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-02-04T00:00:00,1.2,54.8167,0,Clupea harengus
33359153,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-03-10T00:00:00,-2.5333,58.6833,0,Scomber scombrus
33359157,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-01-13T00:00:00,0.0167,54.7833,0,Clupea harengus
33359159,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-01-13T00:00:00,0.0167,54.7833,0,Clupea harengus
33359161,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-01-13T00:00:00,0.0167,54.7833,0,Clupea harengus
33359163,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-01-13T00:00:00,0.0167,54.7833,0,Clupea harengus
33359165,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-01-13T00:00:00,0.0167,54.7833,0,Clupea harengus
33359167,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-01-13T00:00:00,0.0167,54.7833,0,Clupea harengus
33359379,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-03-06T00:00:00,11.2,57.9667,0,Clupea harengus
33359439,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-01-13T00:00:00,0.0167,54.7833,0,Clupea harengus
33359441,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-01-13T00:00:00,0.0167,54.7833,0,Clupea harengus
33359443,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-01-13T00:00:00,0.0167,54.7833,0,Clupea harengus
33359445,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-01-13T00:00:00,0.0167,54.7833,0,Clupea harengus
33359447,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-01-13T00:00:00,0.0167,54.7833,0,Clupea harengus
33359449,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-01-13T00:00:00,0.0167,54.7833,0,Clupea harengus
33359451,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-01-13T00:00:00,0.0167,54.7833,0,Clupea harengus
33359453,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-01-13T00:00:00,0.0167,54.7833,0,Clupea harengus
33359455,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-01-13T00:00:00,0.0167,54.7833,0,Clupea harengus
33359457,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-01-13T00:00:00,0.0167,54.7833,0,Clupea harengus
33359459,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-01-13T00:00:00,0.0167,54.7833,0,Clupea harengus
33359461,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-01-13T00:00:00,0.0167,54.7833,0,Clupea harengus
33359463,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-01-13T00:00:00,0.0167,54.7833,0,Clupea harengus
33359465,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-01-13T00:00:00,0.0167,54.7833,0,Clupea harengus
33359645,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-03-10T00:00:00,-1.5833,58.7833,0,Scomber scombrus
33359673,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-03-10T00:00:00,-1.5833,58.7833,0,Clupea harengus
33359675,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-03-10T00:00:00,-1.5833,58.7833,0,Clupea harengus
33359677,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-03-10T00:00:00,-1.5833,58.7833,0,Clupea harengus
33359679,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-03-10T00:00:00,-1.5833,58.7833,0,Clupea harengus
33359681,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-03-10T00:00:00,-1.5833,58.7833,0,Clupea harengus
33359683,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-03-10T00:00:00,-1.5833,58.7833,0,Clupea harengus
33359685,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-03-10T00:00:00,-1.5833,58.7833,0,Clupea harengus
33359687,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-03-10T00:00:00,-1.5833,58.7833,0,Clupea harengus
33359689,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-03-10T00:00:00,-1.5833,58.7833,0,Clupea harengus
33359691,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-03-10T00:00:00,-1.5833,58.7833,0,Clupea harengus
33359693,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-03-10T00:00:00,-1.5833,58.7833,0,Clupea harengus
33359695,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-03-10T00:00:00,-1.5833,58.7833,0,Clupea harengus
33359817,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-03-03T00:00:00,6.7667,54.6167,0,Clupea harengus
33359819,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-03-03T00:00:00,6.7667,54.6167,0,Clupea harengus
33359821,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-03-03T00:00:00,6.7667,54.6167,0,Clupea harengus
33359823,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-03-03T00:00:00,6.7667,54.6167,0,Clupea harengus
33359825,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-03-03T00:00:00,6.7667,54.6167,0,Clupea harengus
33359827,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-03-03T00:00:00,6.7667,54.6167,0,Clupea harengus
33359855,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-02-22T00:00:00,7.6,54.7333,0,Clupea harengus
33359875,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-02-22T00:00:00,7.6,54.7333,0,Clupea harengus
33359877,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-02-22T00:00:00,7.6,54.7333,0,Clupea harengus
33359879,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-02-22T00:00:00,7.6,54.7333,0,Clupea harengus
33359881,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-02-22T00:00:00,7.6,54.7333,0,Clupea harengus
33359883,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-02-22T00:00:00,7.6,54.7333,0,Clupea harengus
33359885,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-02-22T00:00:00,7.6,54.7333,0,Clupea harengus
33359887,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-02-22T00:00:00,7.6,54.7333,0,Clupea harengus
33359889,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-02-22T00:00:00,7.6,54.7333,0,Clupea harengus
33359891,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-02-22T00:00:00,7.6,54.7333,0,Clupea harengus
33359893,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-02-22T00:00:00,7.6,54.7333,0,Clupea harengus
33359895,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-02-22T00:00:00,7.6,54.7333,0,Clupea harengus
33359897,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-02-22T00:00:00,7.6,54.7333,0,Clupea harengus
33359899,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-02-22T00:00:00,7.6,54.7333,0,Clupea harengus
33359939,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-02-05T00:00:00,5.1,54.65,0,Clupea harengus
33359941,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-02-05T00:00:00,5.1,54.65,0,Clupea harengus
33359943,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-02-05T00:00:00,5.1,54.65,0,Clupea harengus
33359945,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-02-05T00:00:00,5.1,54.65,0,Clupea harengus
33359947,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-02-05T00:00:00,5.1,54.65,0,Clupea harengus
33359949,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-02-05T00:00:00,5.1,54.65,0,Clupea harengus
33359951,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-02-05T00:00:00,5.1,54.65,0,Clupea harengus
33359953,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-02-05T00:00:00,5.1,54.65,0,Clupea harengus
33359955,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-02-05T00:00:00,5.1,54.65,0,Clupea harengus
33359957,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-02-05T00:00:00,5.1,54.65,0,Clupea harengus
33359959,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-02-05T00:00:00,5.1,54.65,0,Clupea harengus
33359961,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-02-05T00:00:00,5.1,54.65,0,Clupea harengus
33360033,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-02-19T00:00:00,6.7333,53.8333,0,Clupea harengus
33360035,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-02-19T00:00:00,6.7333,53.8333,0,Clupea harengus
33360037,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-02-19T00:00:00,6.7333,53.8333,0,Clupea harengus
33360039,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-02-19T00:00:00,6.7333,53.8333,0,Clupea harengus
33360041,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-02-19T00:00:00,6.7333,53.8333,0,Clupea harengus
33360099,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-01-31T00:00:00,2.5,57.2667,0,Clupea harengus
33360101,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-01-31T00:00:00,2.5,57.2667,0,Clupea harengus
33360103,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-01-31T00:00:00,2.5,57.2667,0,Clupea harengus
33360105,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-01-31T00:00:00,2.5,57.2667,0,Clupea harengus
33360107,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-01-31T00:00:00,2.5,57.2667,0,Clupea harengus
33360141,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-02-22T00:00:00,7.6,54.7333,0,Clupea harengus
33360143,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-02-22T00:00:00,7.6,54.7333,0,Clupea harengus
33360145,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-02-22T00:00:00,7.6,54.7333,0,Clupea harengus
33360147,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-02-22T00:00:00,7.6,54.7333,0,Clupea harengus
33360149,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-02-22T00:00:00,7.6,54.7333,0,Clupea harengus
33360151,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-02-22T00:00:00,7.6,54.7333,0,Clupea harengus
33360153,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-02-22T00:00:00,7.6,54.7333,0,Clupea harengus
33360155,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-02-22T00:00:00,7.6,54.7333,0,Clupea harengus
33360157,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-02-22T00:00:00,7.6,54.7333,0,Clupea harengus
33360159,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-02-22T00:00:00,7.6,54.7333,0,Clupea harengus
33360161,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-02-22T00:00:00,7.6,54.7333,0,Clupea harengus
33360163,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-02-22T00:00:00,7.6,54.7333,0,Clupea harengus
33360209,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-02-19T00:00:00,5.9833,53.7333,0,Clupea harengus
33360211,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-02-19T00:00:00,5.9833,53.7333,0,Clupea harengus
33360213,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-02-19T00:00:00,5.9833,53.7333,0,Clupea harengus
33360215,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-02-19T00:00:00,5.9833,53.7333,0,Clupea harengus
33360217,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-02-19T00:00:00,5.9833,53.7333,0,Clupea harengus
33360219,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-02-19T00:00:00,5.9833,53.7333,0,Clupea harengus
33360221,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-02-19T00:00:00,5.9833,53.7333,0,Clupea harengus
33360223,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-02-19T00:00:00,5.9833,53.7333,0,Clupea harengus
33360225,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-02-19T00:00:00,5.9833,53.7333,0,Clupea harengus
33360227,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-02-19T00:00:00,5.9833,53.7333,0,Clupea harengus
33360229,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-02-19T00:00:00,5.9833,53.7333,0,Clupea harengus
33360231,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-02-05T00:00:00,5.5,54.3,0,Clupea harengus
33360233,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-02-05T00:00:00,5.5,54.3,0,Clupea harengus
33360235,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-02-05T00:00:00,5.5,54.3,0,Clupea harengus
33360237,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-02-05T00:00:00,5.5,54.3,0,Clupea harengus
33360239,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-02-05T00:00:00,5.5,54.3,0,Clupea harengus
33360241,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-02-05T00:00:00,5.5,54.3,0,Clupea harengus
33360243,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-02-05T00:00:00,5.5,54.3,0,Clupea harengus
33360245,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-02-05T00:00:00,5.5,54.3,0,Clupea harengus
33360247,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-02-05T00:00:00,5.5,54.3,0,Clupea harengus
33360249,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-02-05T00:00:00,5.5,54.3,0,Clupea harengus
33360313,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-03-10T00:00:00,-1.5667,59.2167,0,Scomber scombrus
33360335,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-03-10T00:00:00,-1.5667,59.2167,0,Clupea harengus
33360337,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-03-10T00:00:00,-1.5667,59.2167,0,Clupea harengus
33360397,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-02-23T00:00:00,7.5667,54.4833,0,Clupea harengus
33360399,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-02-23T00:00:00,7.5667,54.4833,0,Clupea harengus
33360401,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-02-23T00:00:00,7.5667,54.4833,0,Clupea harengus
33360403,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-02-23T00:00:00,7.5667,54.4833,0,Clupea harengus
33360405,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-02-23T00:00:00,7.5667,54.4833,0,Clupea harengus
33360407,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-02-23T00:00:00,7.5667,54.4833,0,Clupea harengus
33360409,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-02-23T00:00:00,7.5667,54.4833,0,Clupea harengus
33360411,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-02-23T00:00:00,7.5667,54.4833,0,Clupea harengus
33360421,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-01-24T00:00:00,-1.2833,56.3,0,Scomber scombrus
33360423,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=2763,1979-01-24T00:00:00,-1.2833,56.3,0,Scomber scombrus
